tweet_id,tweet_text,class_label
1022136218186858496,Please RT - information people stranded might find useful #SolidaritywithGreece #Athensfires #Greece #PrayForGreece #PrayForAthens #elearning #articulate #πυρκαγια #Ματι #Mati,rescue_volunteering_or_donation_effort
1021787217885310976,74 killed as Greek wildfires force residents to jump in sea  #Greece #news,injured_or_dead_people
1021722786316935168,"The country is experiencing an unspeakable tragedy,” Greek PM Tsipras said, announcing three days of national mourning. Nothing will go unanswered,” he said amid suspicions that arsonists set blazes that have killed at least 49. #greecefires",injured_or_dead_people
1022610965303574529,"Euronews: Who are the victims of #Greece’s #wildfires? - Tributes are pouring in for victims of Greece’s wildfires, which have claimed more than 80 lives and left dozens more missing   #PrayForGreece #Πυρκαγια",injured_or_dead_people
1021857683438284801,"#Greece: People queue up in hospitals to donate blood after the devastating wildfires that caused 170 injuries and a great number of fatalities. Donations of services and goods are also pouring in, including those for pets / wild animals.",injured_or_dead_people
1024061364023701504,RT @Independent: ‘The far-right tried to sow hatred in the wake of the Greek wildfires – here’s how they failed’,not_humanitarian
1022204746726297610,"RT @ElenaBec: Death toll from #forestfires in #Greece now at 81, including one injured person who died in hospital, fire service says.",injured_or_dead_people
1022842849530929152,"I wonder if the connection between psychological trauma and miracles or saint apparitions has been researched. A very unfortunate, but unique opportunity shows up now in the victims of #athensfires #mati",not_humanitarian
1022056765725310976,#Psychological #support for fire victims from @keelpno_gr #GO ἞C἟7,sympathy_and_support
1023274564778897408,#actforgreece - Donate to the @AthensShapers GoFundMe campaign to help local communities heal after the wildfires that ripped through Attica. #PrayForGreece #Socialimpact #community #Local #Greecewildfires #Greece GS Athens Wildfire Rebuild Campaign,rescue_volunteering_or_donation_effort
1022166211927449602,"Three hour queue in the hospitals to donate blood for fire victims, Syrian and Palestinian refugees among them, municipalities inundated with assistance from citizens, Egyptian fishermen saved people in the sea alongside coast guards, firemen saved people and animals #AthensFire",rescue_volunteering_or_donation_effort
1022371614091096064,"A special account has been opened at the Bank of Greece for donations in support of fire victims. Account number 23/2341195169, IBAN GR4601000230000002341195169) available for foreign states, businesses and individuals from Greece and abroad to provide their financial support",rescue_volunteering_or_donation_effort
1021734648471318528,@ArianaGrande GOOGLE GREECE RN. Im from greece and its a national mourning day today.Last noght 60 people died and 120 injured due to a HUGE fire.I hope you see this and pray for us and tell other people to pray. You have a huge impact. #PrayForGreece,sympathy_and_support
1022852917819334658,RT @Refugees_Gr: #Refugeesgr in #Greece donating blood for survivors of wildfires #antireport #Πυρκαγια #solidarity,rescue_volunteering_or_donation_effort
1022028296941461504,"All of us, either atheists, Muslims or christians, black or white, right or left are with the victims in Greece right now. #prayforgreece #PrayTogether4Greece #greecefire #Greeceonfire #GreekFires #prayforathens #greece #GREECEWILDFIRES #",sympathy_and_support
1023277928120037376,RT @LazarosKokkalis: There is no change running the same policies. Reconstitution now #Greece #WILDFIRES,other_relevant_information
1021874767912202240,"Guys please not only Pray for Greece, force your governments to send aid for Greece! Turkish People stand with you komsu”἞C἟7἟9἟7 #Yunanistan #YunanistanYanıyor #PrayForAthens #PrayForGreece",sympathy_and_support
1021797649878589440,"RT @ajplus: UPDATE: The death toll from wildfires near Athens, Greece has increased to 74.",injured_or_dead_people
1029089381045465088,"@vishuddhadas a lot of close friends lost homes in the wildfires in athens earlier this month, sending you all love and light &lt;3",sympathy_and_support
1022240513607524352,What a shock! This is a national tragedy unfolding today in #Greece #Athens #wildfires Tens of dead bodies are still being found in the area (many hugging each other in their deaths) #Sad and #frustrated ὢ2 ὡE,injured_or_dead_people
1022159534805135360,#Greece: Pakistani community reaches out to fire victims in eastern Attica.  #Athensfires,rescue_volunteering_or_donation_effort
1021773571046207488,Omaira is curating a list of places to donate and volunteer and supplies needed in the aftermath of the wildfires in The area around Athens:,rescue_volunteering_or_donation_effort
1022018968503107586,How to help:  #PRAYFORGREECE #GREECE #GREECEFIRES #WILDFIRES please retweet,rescue_volunteering_or_donation_effort
1028882991509118976,From #Australia to #America #Greek #diaspora communities are rallying to help following #Greeces devastating #wildfires: My piece,rescue_volunteering_or_donation_effort
1021778211334750209,"RT @IngrahamAngle: Prayers, please: Victims, family members, hugged as they diedGreece wildfires: 60 dead in holiday area /",sympathy_and_support
1022968849694633984,@Unboxholics are doing a livestream where you can donate for the victims of the wildfire :  People are doing amazing job already with the donations! Show your love ❤ #PrayForGreece #Greece #wildfire #AthensFires #Athens #love #firefighters #Mati,rescue_volunteering_or_donation_effort
1023346081709674496,"Death toll climbs to 88, many of them children, from #Greek wildfires; Greeces Prime Minister Alexis Tsipras took political responsibility for the disaster as three days of mourning ended",injured_or_dead_people
1021727849756209152,἞C἟7Greece: Greece wildfires: At least 60 killed near Athens as residents and tourists forced to flee into the sea,injured_or_dead_people
1024713905711591424,RT @DailyMirror: Families of Greek wildfire victims sue authorities for manslaughter,not_humanitarian
1022154503309717505,"Dog on the rock” in Athens wildfires reunites with owner (picts)  Dirty and obviously exhausted, a dog is sitting on a rock in the sea. The animal has sought refugee from the inferno of the wildfires in east Athens. Together wit",other_relevant_information
1022796660638994432,"Dear Friends, if you’re considering donating to help those affected by the wildfires in Greece, please see the link at the end of this post.",rescue_volunteering_or_donation_effort
1022440709784305664,A special account has been set up to collect donations for the relief of the victims and for the repair of damages caused by the wildfires: Eidikos Logariasmos Pyroplikton ths 23hs kai 24hs Iouliou 2018 BANK OF GREECE BIC/SWIFT: BNGRGRAA IBAN: GR 4601000230000002341195169,rescue_volunteering_or_donation_effort
1022022067397509120,"1. #Londoners are collecting aid for those affected by #wildfires in #Greece. See below for details: Dry and canned food, medications (antiseptics,burning creams etc) , clothing, toiletries ( baby wipes, pads, toothbrushes etc). #Πυρκαγια",rescue_volunteering_or_donation_effort
1022027437557854208,RT @TIME: Rescuers in Greece are searching for people still missing in deadly wildfires,missing_or_found_people
1022424045147627520,"To learn more about the work of the #RedCross to assists those affected by the #Greecefires and provide your support from Belgium, see:  &amp;",rescue_volunteering_or_donation_effort
1021853720504623104,Crikey. Supposed to going to there next week. But it’s not about me. Dozens dead as wildfires near Athens force people to flee into the sea - CNN,injured_or_dead_people
1021748831199801345,Fire happened in Greece today My prayers go out to people who are in Greece Stay safe guys and also move.move . far from the fires bc it looks really dangerous #prayforgreece,sympathy_and_support
1028172194810159104,"Civil Protection Fire Risk warning Aug 11: Attica, Crete, islands  Several regions across Greece’s mainland as well as islands in the Aegean and the Ionian Sea are at Very High Risk of Fires on Saturday, August 11th 2018. Acco",caution_and_advice
1022012779409104896,"Greece wildfires kill over 70, including 26 huddled near beach outside of Athens  This is just awful. I have prayed to God for the comfort and blessing of family and friends. ὤF❤️ὠ7☘️",injured_or_dead_people
1021902312061759489,"A collection of essential items will be taking place at the centre in aid of the victims of the wildfires in Greece. Clothes, water, toothpaste and other items are gratefully received. #PrayForGreece",requests_or_urgent_needs
1021827037131169792,"@abarhk2 Greece. A big fire near Athens. Over 70 people have lost their lives, a lot of injured and a lot of people still missing. I pray the missing people are all fineὤFἿCὤFἿC",injured_or_dead_people
1022566085734936576,The govt presser re Athens wildfires is a joke. An insulting one at that.,not_humanitarian
1024170369375199237,"Eight days after the deadliest wildfire in #Greece modern history, the death toll has reached 91 persons.",injured_or_dead_people
1021760111520489472,"RT @AJEnglish: State of emergency declared in Greece as wildfires continue to spread, killing at least 50 people.",injured_or_dead_people
1024713634797248513,RT @sol2refugees: #Greece: Egyptian fisherman saved 23 human lives and and 4 dogs during the night of wildfires! #SolidarityWillWin,rescue_volunteering_or_donation_effort
1021770402534699009,RT @itvnews: Death toll increases to 74 in deadly wildfires sweeping Greece,injured_or_dead_people
1021733299654414338,50 people dead and many more seriously injured. Today is a day of mourning for all of is here in Greece and for the millions of Greek expats worldwide. #wildfires #Greece #PrayforGreece,injured_or_dead_people
1022454267691630592,Call to #donation &amp; goods collection for #Attica #fire relief by @DesmosInfo and @Eleven_Campaign #GO #PrayForGreece #PrayForAthens #AthensFires ἞C἟7,rescue_volunteering_or_donation_effort
1021863396168396800,Greece is bleeding today we have 76 dead people hundreds of injured people and hundreds of missing people we need help from everyone #PrayforGreece #PrayForAthens,injured_or_dead_people
1021818401268936707,For those of us away from Greece who would like to help the #greecefire victims @HRC_SAMARITES collects also donations.,rescue_volunteering_or_donation_effort
1022052359864770560,"RT @GreeceinET: Flag at half-mast @GreeceinET in honor of the victims of the deadly #wildfires in #Athens, #Greece",sympathy_and_support
1021764151536959488,RT @oohdaliet: @kookaiyy Im praying for them too. ὤFὤF #PrayForGreece #PrayForAthens,sympathy_and_support
1022453612402954240,#Bank of #Greece to #donate 5 million euros to help #fire #victims #GO ἞C἟7,rescue_volunteering_or_donation_effort
1023530658826805248,"#Greece wildfires. The number of confirmed casualties remains at 88, as missing persons are identified among the dead. Meanwhile, the govt declared that it takes political responsibility, which in Greek terms means nothing at all.",injured_or_dead_people
1022183373513674753,#Greece #wildfires now being described as worst 2 hit any country this century: Report form #Mati area worst affected for those who may have missed,other_relevant_information
1022821515480510464,Charred Remains Making Greek Fire Victims Identification Difficult  #Greece #news,injured_or_dead_people
1022493867872931843,@missc4ts @LStreny @jimmyfallon Thank you so much Aurore for your concern! This week is a total disaster for Greece. So many people died and houses are burnt and people I know lost their houses by the fire. I hope this will end!,injured_or_dead_people
1025461789922877441,The loss of life in the fires is heartbreaking but the story of this mother trying to save her child while her husband was fighting the fires has hit me hardest,injured_or_dead_people
1022026391695577088,Turkish flags at our Embassy and Consulates General are flown at half mast in solidarity with our neighbour Greece and the families of the victims of the wildfires #Πυρκαγια #GreeceFires,sympathy_and_support
1023894632055431168,"Carr Fire in California Claims Another Victim, Bringing Death Toll to 6. #CaliforniaWildfires. We in Athens feel the pain of Californians affected by these catastrophic fires. #Greecefires",injured_or_dead_people
1021765598831960069,"RT @timesofindia: Greece wildfires death toll rises to 74, reports AFP",injured_or_dead_people
1021861823266598912,Open Missing People Search Database from Mati and Rafina areas  #Greecefires #PrayForGreece #PrayForAthens,missing_or_found_people
1023669954393108481,"Death toll in #Athens, #Greece #forestfires rises to 91. 25 still hospitalised. Dozens unaccounted for. #pyrkagia #PrayForGreece",injured_or_dead_people
1023111663611011072,"A 42-year-old woman who was in intensive care after the wildfires in east Attica has died, raising number of fatalities to 88, state-run ANA-MPA news agency reports #Greecefires",injured_or_dead_people
1021747536783187968,so there were wildfires near athens last night and I think 60 people died and way more are injured that’s upsetting :/,injured_or_dead_people
1024794898904567808,Dog survives deadly #Greece wildfires in outdoor oven,injured_or_dead_people
1021855535220580352,If you see this today it’s because of a great tragedy that took the lives of many innocent children in a fire yesterday in Greece. No tweet or picture can bring back any innocents life὇Cit’s a supportive message to those who lost their lives and to there families ὤFpray ὤFἰE,sympathy_and_support
1021768784573595648,"Donations of money: The municipality of #Rafina-Pikermiou has set up a special bank account for donations. Piraeus Bank, account no: 5186092291418 IBAN: GR20 0172 1860 0051 8609 2291 418 #AthensFires #πυρκαγιες #Πυρκαγια",rescue_volunteering_or_donation_effort
1022047547655897090,#Greecefires Shipowners Association: Our thoughts are with the victims of the national tragedy - #justthoughts ? #AthensFires,sympathy_and_support
1021797327143616513,"Ἑ8Ἑ8If you live in London, PLEASE HELP ὤF greek people who are in need right now because of the big fire. #PrayForGreece #Πυρκαγια #PrayForAthens #Greecefires #greece Ἑ8Ἑ8",sympathy_and_support
1022865528782827520,"Chonbuk National Uni Students cancelled the #KoreainAgora in Athens to mourn w/ #Greece.Instead, they volunteered to organize items donated for the #Greecefires victims.+",rescue_volunteering_or_donation_effort
1021955476760739840,Deadly forest WILDFIRES tear through #Greece with at least 50 dead,injured_or_dead_people
1021909352247115776,"In response to the devastating wildfires in Greece, we have created a centralized location for all the verified GoFundMes helping those impacted by the deadly fires.",rescue_volunteering_or_donation_effort
1022360917877698561,Brian always put others before himself - Tributes paid as body of tragic groom found in wake of Greece wildfires,injured_or_dead_people
1021910534063640576,Wildfires around the world: The photos that explain the flames  #Greece #news,other_relevant_information
1022714325130207233,"#TheCube | Several days after the wildfires killed more than 80 people in Greece, a thunderstorm brought more destruction to parts of the same region yesterday. Many are asking for answers for why these disasters are so destructive. @NewsAMorgan has more.",injured_or_dead_people
1026505623876395009,Dog Who Hid In Oven To Escape Greek Wildfires Gets Adopted #Greece,other_relevant_information
1022754728139284483,#Death toll from #Attica #wildfires at 84; political parties seek to apportion blame #Greece #PrayForGreece #AthensFires #Greecefires #Balkans,injured_or_dead_people
1021748951274467329,Please pray for the people that are missing because of the wildfires in Greece ὤFὤFὤF,sympathy_and_support
1022025210537631744,All the belongings they managed to save from the fire in #Mati #Rafina are in the backstair of their motorbike Their house is destroyed. But they are alive and not among the 74 victims of the catastrophe in #Greece #GreeceFires,injured_or_dead_people
1022871864799125505,Greek officials say arson may have caused wildfires killing 83  #Greece #news,injured_or_dead_people
1022170392818065408,Irishman confirmed to have died in Greek wildfires #Greece,injured_or_dead_people
1022083155526930432,To all my friends who plan to visit Athens in the next days!! READ the post below and enjoy both the chance to be guided in Athens by THE BEST LICENSED TOUR GUIDE in Greece and help all victims of the last horrible fire that took place in our country!!,sympathy_and_support
1022114377976176640,Greece wildfires: Father in desperate search for twins last seen in TV rescue footage as death toll   #Greece #news,rescue_volunteering_or_donation_effort
1022110653203525633,25.07.2018. ὤF἞C἟7➰ὢ5 PRAY FOR GREECE . #prayforgreece #greece #brotherhood #sad #victims #fire #wildfire #brothers @ Greece,sympathy_and_support
1022254317762478081,"As British Muslims of Rumi Mosque, we extend our most sincere and heartfelt condolences to Greece and its hospitable people whove welcomed thousands of aggrieved refugees. You are in our thoughts and prayers. @GreeceinUK #PrayForGreece #Greecefires",sympathy_and_support
1022294209116741632,"RT @TIME: Search reveals more casualties of Greece wildfires, raising death toll to 81",injured_or_dead_people
1022023422992424960,Safely arrived in #Athens. My heart goes out to the #Greecefires victims in this beautiful city Ὁ4ὡ4#PrayForGreece,sympathy_and_support
1022089113049202688,RT @intlGR: Greece wildfires death toll hits 80 as rescue efforts intensify - The Guardian,injured_or_dead_people
1022378274909970432,If you want to help the people of #Mati #Rafina this is the official account from #Greece ‘s gov. #GreeceFires Around one million tourists are in the country vacationing right now. 1€ each could help a lot.,rescue_volunteering_or_donation_effort
1025099660086652928,RT @BesiktasTalk: ὏8- Besiktas fans showing their support to the people in Greece who were affected by the wildfires. #Πυρκαγια,sympathy_and_support
1022169567961985025,We need everyones help. So many families have lost everything. People are in serious need of medication. Help us raise money to help them. Even the tiniest donation or even a share can help,requests_or_urgent_needs
1022073230784438272,We stand with the Greek people in solidarity at this difficult time. ἞C἟7 Our condolences to the families and friends of the victims of these devastating fires that have caused so much suffering. #Greece #AthensFires #Legija and his ultimate sport team,sympathy_and_support
1022103164122787840,RT @amna_newseng: Flags outside @EU_Commission at half mast in solidarity with victims of #Greecefires,sympathy_and_support
1022508229631324161,Help me fundraise for victims of wild fire in Greece ἞C἟7 and keep their families &amp; loved ones in our prayers ὤF  #EnesKanterFoundation #WildFires #PrayForAthens #AthensFires,rescue_volunteering_or_donation_effort
1021730877456490496,"RT @keeptalkingGR: At least 50 dead in Athens wildfires inferno, 26 people found in land plot",injured_or_dead_people
1022028686126731264,Greece Wildfire Relief Campaign set up by @HellenicLeaders on @gofundme to aid the victims of the #GreeceFires. Anything can help,rescue_volunteering_or_donation_effort
1021863315042123777,RT @rennialuvuHazza: My thoughts and prayers are with the people in #Athens #Greece . My deepest condolences to the families of the 50 wil,sympathy_and_support
1022081057527672832,RT @globeandmail: Rescue crews search burnt homes as Greece wildfires kill at least 79,rescue_volunteering_or_donation_effort
1021781927479717890,74 dead at the moment :( 187 injured :( #PrayForGreece #PrayForAthens #Greecefires #πυρκαγιες,injured_or_dead_people
1024082867364814848,"The true character of the Greek far-right was visible elsewhere. Three #GoldenDawn members were arrested for looting the homes of the fire’s victims, while another 15 fascists attacked a group of migrants in #Thessaloniki.  #Greecefires #GREECEWILDFIRES",not_humanitarian
1021758646064177153,Latest: Three days of national mourning announced as at least 60 killed by wildfires in Greece,injured_or_dead_people
1021887439915368448,"Please, dont talk only about Athens. Many areas in Korinthia are also affected. This photo was taken in Kineta. I live near these areas and things are really bad. Houses are on fire, people have died, others are lost. Were all worried. Please, #PrayforGreece #PrayForAthens",other_relevant_information
1024366740682289152,Preliminary Conclusions on Wildfires Tragedy by Athens University  #Greece #news,other_relevant_information
1021986429159858177,#GME | Greece is coming to terms with the deaths of at least 74 people in the worst wildfires the country has experienced in over a decade and there are fears the number of dead could rise.,injured_or_dead_people
1021709239990079489,East Attica Fire info: Emergency Phone Numbers  #Greece #news,other_relevant_information
1022085906981896193,Australia and Greece share a special relationship nurtured by strong family and community ties. A tragedy that affects Greece also affects Australia. My thoughts and those of all Australians are with the people of Greece at this tragic time.,sympathy_and_support
1022198816148279297,Bank of Greece bank account opens in support of fire victims,rescue_volunteering_or_donation_effort
1022567262396575744,"After extreme wildfires in my hometown Neos Voutzas (Greece), Lyreio’s orphanage institution got unfortunately burned down completely. These kids need our help. Donations can be sent to either this BTC address: 1F1z6UP9KVLzfPF5y49SmomzrgeQkBKUbj - or via bank transfer to:",rescue_volunteering_or_donation_effort
1021997225633820672,"Devastating! Profound condolences to bereaved families; thoughts &amp; prayers w all affected; speedy recovery of all the injured; solidarity w all Greek people &amp; to Amb @dtziras, colleagues @GreeceinUK @GreeceMFA #Greece἞C἟7#Greecefires @PrimeministerGR #EUCivPro",sympathy_and_support
1023258224009641986,RT @BreakingNNow: #BREAKING: Death toll of the wildfires in Greece is now 88,injured_or_dead_people
1021872537180008448,"RT @DefendEvropa: ἞C἟7Greece: Arson Suspected as Greek Wildfires Devastate Resort Areas near Athens, Killing Scores",other_relevant_information
1021805037973061635,Great gesture from @PAOK_FC - all proceeds from tonights @ChampionsLeague qualifying clash with @FCBasel to be donated to the families of those affected by the tragic Athens wildfires.,rescue_volunteering_or_donation_effort
1022061220134891521,Spoke this morning to @PatKennyNT in #Ireland about the devastating fires in Greece @New_Europe #Greecefires #GREECEWILDFIRES,other_relevant_information
1021745969682161664,Stay safe Greek Armys and citizens . Greece is on fire and the most affected town is Athens. More than 200 people have died and a lot of houses have been burned down.ὡ4 #Greecefires @lukewaltham @BTS__Europe,injured_or_dead_people
1021862282442223616,"Cyprus, Spain, Turkey, Bulgaria, Belgium, and so many more countries send their help, thoughts and prayers to Greece. Im more than thankful to all of you!! OUR FAITH IN HUNANITY IS ONCE AGAIN RESTOREDὉ7 #Greecefires #PrayForGreece",rescue_volunteering_or_donation_effort
1022463460590989312,"This summer is officially over. Summer means counting the trips to the beach, the ice creams you had and the people you fell in love with. Summer is not counting the dead. #ματι #πυρκαγια #Greecefires #wildfires #Greece",not_humanitarian
1021724027780509696,"Greek fire is evolving into a Greek Tragedy today as the fire is still going on ὒ5. More than 50 people dead until now, among them children. Our thoughts with all the victims and with all those who fight bravely with the flames right now. #Greece #fire",injured_or_dead_people
1030472064019386368,GREEK Mums and Bubs fundraiser to support Attica fire victims  #Greece #news,rescue_volunteering_or_donation_effort
1022240670722007040,i am taking time off twitter however the wildfires near Athens are horrendous and must not be ignored. Praying for our people’s health and safety.,sympathy_and_support
1024677425479933953,#Environment Minister @g_stathakis announced measures to support #Attica local authorities proceed with the #demolition of illegal buildings in #seaside and #forest areas #Greece #Balkans,not_humanitarian
1021724960757370880,RT @anadoluagency: Turkey offers Greece help putting out wildfires,rescue_volunteering_or_donation_effort
1022673055619919877,Sarah Ferguson promises to help victims of Greek wildfires  #Greece #news,rescue_volunteering_or_donation_effort
1022487955393470464,"80 dead as the worst ever wildfires ravage the greater Athens area, Attica region. Hard times create strong men &amp; the Golden Dawn has been helping in the fight — putting out fires &amp; distributing necessary supplies to those affected. @IliasKasidiaris #prayforGreece #attica #athens",injured_or_dead_people
1021863821709856768,Devastating stories are emerging from the #Greece wildfires as the death toll rises to 74. We have an update next on @TheTodayShow &amp; more details here:,injured_or_dead_people
1023193219356614657,"RT @dgatopoulos: Homes gutted by Monday’s fires (Rafina, Kineta) reaches 1,000 #Greece #Greecewildfires",infrastructure_and_utility_damage
1021759183740391424,I have sadly learnt #Greecefires (#φωτιά) in #ΑΘΗΝΑ causing 60 plus death. Condolence to victims families and I wish casualties a quick recovery. Turkish government has to offer firefighter planes or any necessary aid @MevlutCavusoglu,sympathy_and_support
1021787682677112832,At least 74 killed as wildfires sweep through resorts in #Greece #sprimeminister #AlexisTsipras,injured_or_dead_people
1022847846184366082,RT @Independent_ie: Young Irish couple ran for their lives as wildfires raged in Greece,other_relevant_information
1021860038938451969,"At least 74 people were killed due to wildfires in Greece. Thousands have fled, some aboard rickety boats and makeshift rafts.",injured_or_dead_people
1022061641272307712,#Greece #Wildfires - Moments from a tragedy | Al Jazeera   #PrayForGreece #Πυρκαγια,sympathy_and_support
1022410951340027904,"Burnt remains of a massive forest fire that killed 76 people in the village of Mati, only 40 kilometers from the center of Athens | July 25, 2018. @ Mati, Greece",injured_or_dead_people
1021848388139143168,RT @thejournal_ie: Department of Foreign Affairs updates travel advice for Irish people in Greece affected by wildfires,caution_and_advice
1022058573772279808,"Sending all my love and thoughts to beautiful Greece today Ὁ9 #greecefires #prayforgreece @ Líndos, Dhodhekanisos, Greece",sympathy_and_support
1021861976484573184,"Greece at its best. Volunteers offering help, food, shelter to humans and animals. Taxi drivers offering free transportation to pregnant women, kids and other people in need. Here are some numbers if you need to call. Article in Greek. #Greecefires",rescue_volunteering_or_donation_effort
1024607856249724928,RT @amna_newseng: Amendment providing financial aid to #Greecefires victims to be voted late Wednesday,other_relevant_information
1021745546879479808,"Our thoughts are with all those tragically affected by the life-claiming wildfires in Greece. While this unspeakable tragedy has left us heart-broken, we invite our fellow-Greeks to help in any way they can to ease those afflicted.",sympathy_and_support
1023663029957877760,"@cnnbrk Having seen the deadly recent wildfires in Attica, Greece, this news only increases my sadness. This summer wildfires are a menace. So so sorry.",sympathy_and_support
